tweet,retweetsCount,favoritesCount
"«День открытых дверей» для представителей СМИ на Байконуре http://t.co/6pwncP8CNt",5,1
"Алексей Краснов начальник Управления пилотируемых программ Роскосмоса на радио 'Эхо Москвы' http://t.co/jC9t59RlWP  http://t.co/DGzuLI8iE2",2,1
"@Synon http://t.co/suwOA5yjOm",1,1
"На Байконуре продолжается активная подготовка к космическому полёту экипажей 39/40 длительной экспедиции на МКС http://t.co/RxUjBW4hxq",10,3
"Космонавт Роскосмоса Сергей Рязанский принял участие в экспериментах по возможности осуществления посадки на 'другую планету'",7,3
"Бармин Владимир Павлович: 105 лет со дня рождения http://t.co/z4wyNXl3tO",2,1
"На космодроме Байконур специалисты выполнили операции по установке ТПК «Союз ТМА-12М» на переходный отсек. http://t.co/5oRa7oAIxM",5,1
"Пуск РКН Протон-М с КА  Экспресс-АТ1 и Экспресс-АТ2: http://t.co/xL2t3djUCc",7,3
"Роскосмос объявляет конкурс инновационных научных работ http://t.co/R7U3iqZKGz",8,1
"КА «Экспресс-АТ1» и «Экспресс-АТ2»  выведены на целевую орбиту http://t.co/dHlIPRUL9I",9,1
"На Байконуре уже начинаются работы с очередным пилотируемым космическим кораблём http://t.co/FlZrdYbJsM",5,1
"Как рождаются космические корабли? Свой новый сюжет представляет телестудия Роскосмоса. http://t.co/r0GRbiB04d",5,6
"РН «Протон-М» с КА «Экспресс-АТ1» и «Экспресс-АТ2» стартовала с космодрома Байконур http://t.co/CtMKFojrF8",4,1
"Телестудия Роскосмоса представила сюжет: «Гагарин: полет в будущее» http://t.co/MJGZemIFOq",3,5
"Грузовой корабль «Прогресс М-24М» успешно прошел проверки на герметичность http://t.co/9PgfNbUjoN",6,3
"На Байконуре экипажи подняли флаги государств – участников космического полёта http://t.co/INQxXGEcNW",3,2
"Космонавт Роскосмоса Михаил Тюрин продолжает работу на Международной космической станции http://t.co/C6S0XjMYj6",5,1
"На Байконуре начался завершающий этап подготовки экипажа космического корабля «Союз ТМА-12М» к старту http://t.co/UNR9Qoy8eY",5,2
"Благотворительная космическая программа Роскосмоса в Московском планетарии. http://t.co/AcdKzDmW9s",3,2
"Проведена коррекция орбиты МКС  http://t.co/y2vu0F7BOT",1,2
"Проведена коррекция орбиты МКС http://t.co/WLNVyhKH2c",4,1
"Радиобуй производства ОАО «НИИ КП» - на службе космонавтов http://t.co/brap44d5Uz",2,2
"Открылся официальный портал КА «Электро-Л» http://t.co/5OSHaBClty",11,5
